repo_name,language,package_name,package_version,package_with_version,file_last_modified,file_path,org_name,dependency_type
sentra-discovery,python,types-tabulate,^0.9.0.2,types-tabulate==^0.9.0.2,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-compute,^1.11.0,google-cloud-compute==^1.11.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-storage,^2.9.0,google-cloud-storage==^2.9.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-bigquery,^3.11.0,google-cloud-bigquery==^3.11.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,cryptography,41.0.5,cryptography==41.0.5,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-monitoring,^2.15.1,google-cloud-monitoring==^2.15.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,types-tqdm,^4.65.0.2,types-tqdm==^4.65.0.2,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-bigtable,^2.20.0,google-cloud-bigtable==^2.20.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,rich,^13.5.1,rich==^13.5.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-logging,^3.6.0,google-cloud-logging==^3.6.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,confluent-kafka,^2.2.0,confluent-kafka==^2.2.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-cloud-resource-manager,^1.10.3,google-cloud-resource-manager==^1.10.3,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,azure-graphrbac,^0.61.1,azure-graphrbac==^0.61.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,azure-mgmt-authorization,^4.0.0,azure-mgmt-authorization==^4.0.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,azure-mgmt-msi,^7.0.0,azure-mgmt-msi==^7.0.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,typing-extensions,^4.8.0,typing-extensions==^4.8.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagit,1.5.14,dagit==1.5.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster,1.5.14,dagster==1.5.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-postgres,0.21.14,dagster-postgres==0.21.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-aws,0.21.14,dagster-aws==0.21.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-datadog,0.21.14,dagster-datadog==0.21.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-k8s,0.21.14,dagster-k8s==0.21.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-graphql,1.5.14,dagster-graphql==1.5.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-pyspark,0.21.14,dagster-pyspark==0.21.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,dagster-spark,0.21.14,dagster-spark==0.21.14,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,pydantic-settings,^2.1.0,pydantic-settings==^2.1.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-redshift,^1.34.0,mypy-boto3-redshift==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-elasticache,^1.34.0,mypy-boto3-elasticache==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-docdb,^1.34.0,mypy-boto3-docdb==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-dynamodb,^1.34.0,mypy-boto3-dynamodb==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-opensearch,^1.34.1,mypy-boto3-opensearch==^1.34.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-neptune,^1.34.0,mypy-boto3-neptune==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-cloudwatch,^1.34.0,mypy-boto3-cloudwatch==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-route53,^1.34.5,mypy-boto3-route53==^1.34.5,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-keyspaces,^1.34.0,mypy-boto3-keyspaces==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-kms,^1.34.2,mypy-boto3-kms==^1.34.2,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-cloudtrail,^1.34.0,mypy-boto3-cloudtrail==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-ssm,^1.34.61,mypy-boto3-ssm==^1.34.61,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,urllib3,1.26.15,urllib3==1.26.15,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,requests-toolbelt,1.0.0,requests-toolbelt==1.0.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,motor,^3.6.0,motor==^3.6.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,pydantic,^2.5.3,pydantic==^2.5.3,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-glue,^1.34.35,mypy-boto3-glue==^1.34.35,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-settings-sdk,^2.0.15,sentra-settings-sdk==^2.0.15,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-data,^5.0.0,sentra-data==^5.0.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-cloud-utils,^4.0.151,sentra-cloud-utils==^4.0.151,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-pymodels,^5.0.457,sentra-pymodels==^5.0.457,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-rate-limiter-client,^1.0.15,sentra-rate-limiter-client==^1.0.15,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,numpy,">=1.22,<2.0","numpy==>=1.22,<2.0",2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,neo4j,^5.17.0,neo4j==^5.17.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,google-api-python-client,^2.118.0,google-api-python-client==^2.118.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-iam-parser,^1.0.1,sentra-iam-parser==^1.0.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-organizations,^1.34.56,mypy-boto3-organizations==^1.34.56,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-identitystore,^1.34.0,mypy-boto3-identitystore==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,mypy-boto3-sso-admin,^1.34.0,mypy-boto3-sso-admin==^1.34.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,psutil,^5.9.8,psutil==^5.9.8,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sentra-graph-database,^1.0.10,sentra-graph-database==^1.0.10,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,requests,^2.32.3,requests==^2.32.3,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,six,^1.16.0,six==^1.16.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,watchdog,^4,watchdog==^4,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,sortedcontainers,^2.4.0,sortedcontainers==^2.4.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,normal
sentra-discovery,python,pytest,^7.1.1,pytest==^7.1.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,pydevd-pycharm,~=222.3345.3,pydevd-pycharm==~=222.3345.3,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,pytest-xdist,^2.5.0,pytest-xdist==^2.5.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,pytest-html,^3.1.1,pytest-html==^3.1.1,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,Faker,^10.0.0,Faker==^10.0.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,types-PyYAML,^6.0.4,types-PyYAML==^6.0.4,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,requests-mock,^1.9.3,requests-mock==^1.9.3,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,pytest-mock,^3.7.0,pytest-mock==^3.7.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,responses,^0.18.0,responses==^0.18.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,deepdiff,^5.7.0,deepdiff==^5.7.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,pytest-cov,^3.0.0,pytest-cov==^3.0.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,diff-cover,^6.5.0,diff-cover==^6.5.0,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,python,freezegun,^1.2.2,freezegun==^1.2.2,2025-03-06T02:06:33.109738,orchestration/discovery-server/pyproject.toml,sentraio,dev
sentra-discovery,javascript,@actions/core,^1.10.1,@actions/core@^1.10.1,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,normal
sentra-discovery,javascript,@kubernetes/client-node,^1.0.0,@kubernetes/client-node@^1.0.0,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,normal
sentra-discovery,javascript,fs,^0.0.1-security,fs@^0.0.1-security,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,normal
sentra-discovery,javascript,moment,^2.30.1,moment@^2.30.1,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,normal
sentra-discovery,javascript,@babel/core,^7.24.6,@babel/core@^7.24.6,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,dev
sentra-discovery,javascript,@babel/preset-env,^7.24.6,@babel/preset-env@^7.24.6,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,dev
sentra-discovery,javascript,@types/jest,^29.5.12,@types/jest@^29.5.12,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,dev
sentra-discovery,javascript,@vercel/ncc,^0.38.1,@vercel/ncc@^0.38.1,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,dev
sentra-discovery,javascript,babel-preset-jest,^29.6.3,babel-preset-jest@^29.6.3,2025-03-06T02:06:32.934552,.github/actions/job-cleaner/package.json,sentraio,dev
sentra-setup-service,python,python,^3.11,python==^3.11,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,backoff,^2.2.1,backoff==^2.2.1,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,aiohttp,^3.8.3,aiohttp==^3.8.3,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,loguru,^0.7.0,loguru==^0.7.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,redis,>=4.2.0rc1,redis==>=4.2.0rc1,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,gunicorn,^21.2.0,gunicorn==^21.2.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,tenacity,^8.2.3,tenacity==^8.2.3,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,fastapi,^0.110.0,fastapi==^0.110.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,sentra-pymodels,^5.0.438,sentra-pymodels==^5.0.438,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,python-dotenv,^1.0.0,python-dotenv==^1.0.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,cachetools,^5.3.2,cachetools==^5.3.2,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,types-cachetools,^5.3.0.7,types-cachetools==^5.3.0.7,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,mypy,^1.7.1,mypy==^1.7.1,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,normal
sentra-setup-service,python,pytest,^7.0.1,pytest==^7.0.1,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,black,^22.1.0,black==^22.1.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,isort,^5.10.1,isort==^5.10.1,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,Faker,^13.3.0,Faker==^13.3.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,pytest-asyncio,^0.21.1,pytest-asyncio==^0.21.1,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,types-redis,^4.6.0.7,types-redis==^4.6.0.7,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,diff-cover,^7.7.0,diff-cover==^7.7.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,pytest-cov,^4.1.0,pytest-cov==^4.1.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,flake8,^6.1.0,flake8==^6.1.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,fakeredis,^2.20.0,fakeredis==^2.20.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,pytest-xdist,^2.5.0,pytest-xdist==^2.5.0,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-setup-service,python,pytest-dotenv,^0.5.2,pytest-dotenv==^0.5.2,2025-03-06T02:09:32.393178,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,python,^3.9,python==^3.9,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,fastapi,^0.74.1,fastapi==^0.74.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,uvicorn,^0.17.5,uvicorn==^0.17.5,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,alembic,^1.7.6,alembic==^1.7.6,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,fastapi-utils,^0.2.1,fastapi-utils==^0.2.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,backoff,^1.11.1,backoff==^1.11.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,asyncpg,^0.26.0,asyncpg==^0.26.0,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,aioredis,^2.0.1,aioredis==^2.0.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,ddtrace,^1.0.1,ddtrace==^1.0.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,SQLAlchemy-Utils,^0.38.2,SQLAlchemy-Utils==^0.38.2,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,pytest-cov,^3.0.0,pytest-cov==^3.0.0,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,diff-cover,^6.5.1,diff-cover==^6.5.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,aiohttp,^3.8.3,aiohttp==^3.8.3,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,greenlet,^2.0.2,greenlet==^2.0.2,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,normal
sentra-customer-pricing-service,python,pytest,^7.0.1,pytest==^7.0.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,black,^22.1.0,black==^22.1.0,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,mypy,^0.991,mypy==^0.991,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,isort,^5.10.1,isort==^5.10.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,darker,^1.4.1,darker==^1.4.1,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,Faker,^13.3.0,Faker==^13.3.0,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentra-customer-pricing-service,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:07:43.037213,pyproject.toml,sentraio,dev
sentraclaus-bot,python,python,^3.10,python==^3.10,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,slack-bolt,^1.16.1,slack-bolt==^1.16.1,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,aiohttp,^3.8.3,aiohttp==^3.8.3,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,ghapi,^1.0.3,ghapi==^1.0.3,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,kubernetes,^25.3.0,kubernetes==^25.3.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,sqlalchemy,^2.0.19,sqlalchemy==^2.0.19,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,alembic,^1.11.1,alembic==^1.11.1,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,backoff,^2.2.1,backoff==^2.2.1,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,asyncpg,^0.28.0,asyncpg==^0.28.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,greenlet,^2.0.2,greenlet==^2.0.2,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,ddtrace,^1.17.1,ddtrace==^1.17.1,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,gidgethub,^5.3.0,gidgethub==^5.3.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,loguru,^0.7.2,loguru==^0.7.2,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,normal
sentraclaus-bot,python,pytest,^7.2.0,pytest==^7.2.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,black,^22.12.0,black==^22.12.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,isort,^5.11.4,isort==^5.11.4,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,bump2version,^1.0.1,bump2version==^1.0.1,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,Faker,^15.3.4,Faker==^15.3.4,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,faker-microservice,^2.0.0,faker-microservice==^2.0.0,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentraclaus-bot,python,mypy,^1.4.1,mypy==^1.4.1,2025-03-06T02:07:16.369344,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,python,^3.11,python==^3.11,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,backoff,^2.2.1,backoff==^2.2.1,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,aiohttp,^3.8.3,aiohttp==^3.8.3,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,loguru,^0.7.0,loguru==^0.7.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,ddtrace,^2.0.0,ddtrace==^2.0.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,fastapi,^0.104.0,fastapi==^0.104.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,pydantic-settings,^2.1.0,pydantic-settings==^2.1.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,openai,^1.64.0,openai==^1.64.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,python-dotenv,^1.0.1,python-dotenv==^1.0.1,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,boto3,^1.36.26,boto3==^1.36.26,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,polars,^1.23.0,polars==^1.23.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,pytest,^7.0.1,pytest==^7.0.1,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,black,^22.1.0,black==^22.1.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,mypy,^1.7.0,mypy==^1.7.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,isort,^5.10.1,isort==^5.10.1,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,Faker,^13.3.0,Faker==^13.3.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,pytest-asyncio,^0.21.1,pytest-asyncio==^0.21.1,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,types-redis,^4.6.0.7,types-redis==^4.6.0.7,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,diff-cover,^7.7.0,diff-cover==^7.7.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,pytest-cov,^4.1.0,pytest-cov==^4.1.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,flake8,^6.1.0,flake8==^6.1.0,2025-03-06T02:11:39.389189,pyproject.toml,sentraio,dev
sentra-asset-analysis-service,python,python,^3.12,python==^3.12,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,fastapi,^0.115.8,fastapi==^0.115.8,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,uvicorn,^0.34.0,uvicorn==^0.34.0,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,boto3,^1.36.21,boto3==^1.36.21,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,python-dotenv,^1.0.1,python-dotenv==^1.0.1,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,openai,^1.63.0,openai==^1.63.0,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,pydantic,^2.10.6,pydantic==^2.10.6,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,python,polars,^1.22.0,polars==^1.22.0,2025-03-06T02:11:39.372248,app/pyproject.toml,sentraio,normal
sentra-asset-analysis-service,javascript,@emotion/react,^11.14.0,@emotion/react@^11.14.0,2025-03-06T02:11:39.381731,asset-analyzer/package.json,sentraio,normal
sentra-asset-analysis-service,javascript,@emotion/styled,^11.14.0,@emotion/styled@^11.14.0,2025-03-06T02:11:39.381731,asset-analyzer/package.json,sentraio,normal
sentra-asset-analysis-service,javascript,@hey-api/client-fetch,^0.8.1,@hey-api/client-fetch@^0.8.1,2025-03-06T02:11:39.381731,asset-analyzer/package.json,sentraio,normal
